Athlete,Year,University,Time,Adjusted Time,Meet,Start Date,End Date,Time_S,apcpsfc,spfh2m,pressfc,ugrd10m,tmp2m,vgrd10m,celsius,real_days_year,adj_S,previous_time,PR,farenheit,wet_bulb,heat_index,rh2m,days_since_event
n90,JR-3,u27,14:07.0,14:07.0,m13,5/23/13,5/25/13,847,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,847,863,826,65.9659802,11.11295863,64.04504119,37.92474402,20
n91,SR-4,u12,14:01.2,14:01.2,m13,5/23/13,5/25/13,841,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,841,830,814,65.9659802,11.11295863,64.04504119,37.92474402,27
n92,SO-2,u36,14:07.4,14:07.4,m13,5/23/13,5/25/13,847,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,847,851,837,65.9659802,11.11295863,64.04504119,37.92474402,20
n14,JR-3,u8,14:01.4,14:01.4,m13,5/23/13,5/25/13,841,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,841,825,824,65.9659802,11.11295863,64.04504119,37.92474402,27
n93,SR-4,u36,14:08.7,14:08.7,m13,5/23/13,5/25/13,848,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,848,840,840,65.9659802,11.11295863,64.04504119,37.92474402,14
n94,FR-1,u31,14:04.2,14:04.2,m13,5/23/13,5/25/13,844,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,844,853,853,65.9659802,11.11295863,64.04504119,37.92474402,20
n95,FR-1,u42,14:04.5,14:04.5,m13,5/23/13,5/25/13,844,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,844,854,854,65.9659802,11.11295863,64.04504119,37.92474402,13
n76,JR-3,u11,14:09.4,14:09.4,m13,5/23/13,5/25/13,849,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,849,843,837,65.9659802,11.11295863,64.04504119,37.92474402,14
n96,JR-3,u8,14:19.6,14:19.6,m13,5/23/13,5/25/13,859,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,859,874,874,65.9659802,11.11295863,64.04504119,37.92474402,0
n97,JR-3,u12,14:22.1,14:22.1,m13,5/23/13,5/25/13,862,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,862,843,843,65.9659802,11.11295863,64.04504119,37.92474402,57
n98,SO-2,u26,14:23.6,14:23.6,m13,5/23/13,5/25/13,863,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,863,871,833,65.9659802,11.11295863,64.04504119,37.92474402,20
n99,JR-3,u43,14:24.0,14:24.0,m13,5/23/13,5/25/13,864,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,864,861,836,65.9659802,11.11295863,64.04504119,37.92474402,14
n100,JR-3,u12,14:24.4,14:24.4,m13,5/23/13,5/25/13,864,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,864,850,850,65.9659802,11.11295863,64.04504119,37.92474402,14
n101,FR-1,u43,14:24.6,14:24.6,m13,5/23/13,5/25/13,864,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,864,852,852,65.9659802,11.11295863,64.04504119,37.92474402,14
n83,SO-2,u19,14:26.1,14:26.1,m13,5/23/13,5/25/13,866,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,866,847,838,65.9659802,11.11295863,64.04504119,37.92474402,21
n78,SO-2,u35,14:27.0,14:27.0,m13,5/23/13,5/25/13,867,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,867,852,841,65.9659802,11.11295863,64.04504119,37.92474402,13
n102,SR-4,u25,14:27.1,14:27.1,m13,5/23/13,5/25/13,867,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,867,886,853,65.9659802,11.11295863,64.04504119,37.92474402,20
n103,SO-2,u29,14:28.0,14:28.0,m13,5/23/13,5/25/13,868,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,868,855,835,65.9659802,11.11295863,64.04504119,37.92474402,20
n104,JR-3,u43,14:28.6,14:28.6,m13,5/23/13,5/25/13,868,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,868,916,838,65.9659802,11.11295863,64.04504119,37.92474402,20
n84,JR-3,u19,14:31.2,14:31.2,m13,5/23/13,5/25/13,871,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,871,848,848,65.9659802,11.11295863,64.04504119,37.92474402,21
n105,JR-3,u24,14:31.6,14:31.6,m13,5/23/13,5/25/13,871,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,871,879,847,65.9659802,11.11295863,64.04504119,37.92474402,35
n106,JR-3,u41,14:32.9,14:32.9,m13,5/23/13,5/25/13,872,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,872,843,843,65.9659802,11.11295863,64.04504119,37.92474402,35
n107,JR-3,u40,14:39.9,14:39.9,m13,5/23/13,5/25/13,879,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,879,888,888,65.9659802,11.11295863,64.04504119,37.92474402,0
n108,FR-1,u12,14:41.3,14:41.3,m13,5/23/13,5/25/13,881,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,881,865,865,65.9659802,11.11295863,64.04504119,37.92474402,14
n109,JR-3,u29,14:49.2,14:49.2,m13,5/23/13,5/25/13,889,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,889,860,860,65.9659802,11.11295863,64.04504119,37.92474402,0
n110,SO-2,u15,14:52.1,14:52.1,m13,5/23/13,5/25/13,892,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,892,948,854,65.9659802,11.11295863,64.04504119,37.92474402,14
n111,JR-3,u15,14:52.2,14:52.2,m13,5/23/13,5/25/13,892,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,892,851,846,65.9659802,11.11295863,64.04504119,37.92474402,20
n112,JR-3,u29,14:53.6,14:53.6,m13,5/23/13,5/25/13,893,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,893,862,847,65.9659802,11.11295863,64.04504119,37.92474402,20
n113,SR-4,u15,14:58.5,14:58.5,m13,5/23/13,5/25/13,898,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,898,850,850,65.9659802,11.11295863,64.04504119,37.92474402,20
n44,SR-4,u2,13:31.5,13:31.5,m7,4/6/12,4/7/12,811,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,811,839,814,42.42200432,3.981719546,40.17566479,81.09489437,0
n114,JR-3,u16,13:33.3,13:33.3,m7,4/6/12,4/7/12,813,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,813,825,825,42.42200432,3.981719546,40.17566479,81.09489437,0
n115,SR-4,u30,13:34.5,13:34.5,m7,4/6/12,4/7/12,814,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,814,888,841,42.42200432,3.981719546,40.17566479,81.09489437,0
n41,SR-4,u5,13:35.3,13:35.3,m7,4/6/12,4/7/12,815,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,815,827,820,42.42200432,3.981719546,40.17566479,81.09489437,0
n34,SR-4,u16,13:48.2,13:48.2,m7,4/6/12,4/7/12,828,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,828,842,829,42.42200432,3.981719546,40.17566479,81.09489437,0
n116,JR-3,u18,13:54.8,13:54.8,m7,4/6/12,4/7/12,834,0,0.0045717,101670.6875,0.039999999,278.9400024,-3.569999933,5.7900024,97,834,853,853,42.42200432,3.981719546,40.17566479,81.09489437,0
n35,JR-3,u19,14:42.0,14:42.0,m14,5/15/11,5/15/11,882,0,0.0115897,97392.13281,-0.050000001,294.6400146,-0.419999987,21.4900146,135,882,835,830,70.68202628,17.77607289,70.77919363,70.82903661,22
n117,FR-1,u19,15:40.2,15:40.2,m14,5/15/11,5/15/11,940,0,0.0115897,97392.13281,-0.050000001,294.6400146,-0.419999987,21.4900146,135,940,967,967,70.68202628,17.77607289,70.77919363,70.82903661,38
n23,JR-3,u2,13:40.9,13:40.9,m15,4/27/13,4/27/13,820,0,0.0035519,97252,-0.879999995,293.5899963,0.920000017,20.4399963,117,820,822,798,68.79199334,9.976075227,66.4579324,23.12212181,0
n118,FR-1,u4,14:40.4,14:40.4,m15,4/27/13,4/27/13,880,0,0.0035519,97252,-0.879999995,293.5899963,0.920000017,20.4399963,117,880,831,831,68.79199334,9.976075227,66.4579324,23.12212181,8
n22,SR-4,u11,14:06.2,14:06.2,m13,5/26/11,5/28/11,846,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,846,842,825,70.48405274,18.45288926,70.84534911,76.87002334,29
n16,SO-2,u8,14:07.0,14:07.0,m13,5/26/11,5/28/11,846,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,846,811,811,70.48405274,18.45288926,70.84534911,76.87002334,27
n19,JR-3,u10,14:07.5,14:07.5,m13,5/26/11,5/28/11,847,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,847,851,829,70.48405274,18.45288926,70.84534911,76.87002334,20
n27,JR-3,u15,14:06.6,14:06.6,m13,5/26/11,5/28/11,846,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,846,826,826,70.48405274,18.45288926,70.84534911,76.87002334,63
n30,SR-4,u15,14:08.0,14:08.0,m13,5/26/11,5/28/11,848,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,848,852,825,70.48405274,18.45288926,70.84534911,76.87002334,20
n35,JR-3,u19,14:06.7,14:06.7,m13,5/26/11,5/28/11,846,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,846,882,830,70.48405274,18.45288926,70.84534911,76.87002334,13
n28,JR-3,u16,14:08.3,14:08.3,m13,5/26/11,5/28/11,848,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,848,843,828,70.48405274,18.45288926,70.84534911,76.87002334,13
n24,SR-4,u12,14:06.8,14:06.8,m13,5/26/11,5/28/11,846,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,846,832,832,70.48405274,18.45288926,70.84534911,76.87002334,49
n34,JR-3,u16,14:09.4,14:09.4,m13,5/26/11,5/28/11,849,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,849,843,829,70.48405274,18.45288926,70.84534911,76.87002334,13
n36,JR-3,u20,14:08.1,14:08.1,m13,5/26/11,5/28/11,848,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,848,839,821,70.48405274,18.45288926,70.84534911,76.87002334,14
n14,FR-1,u8,14:08.4,14:08.4,m13,5/26/11,5/28/11,848,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,848,824,824,70.48405274,18.45288926,70.84534911,76.87002334,27
n59,SR-4,u28,14:10.1,14:10.1,m13,5/26/11,5/28/11,850,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,850,850,845,70.48405274,18.45288926,70.84534911,76.87002334,14
n119,SO-2,u28,14:11.2,14:11.2,m13,5/26/11,5/28/11,851,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,851,857,835,70.48405274,18.45288926,70.84534911,76.87002334,20
n116,SO-2,u37,14:13.5,14:13.5,m13,5/26/11,5/28/11,853,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,853,880,880,70.48405274,18.45288926,70.84534911,76.87002334,0
n120,SR-4,u43,14:16.8,14:16.8,m13,5/26/11,5/28/11,856,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,856,855,825,70.48405274,18.45288926,70.84534911,76.87002334,20
n72,SO-2,u32,14:19.2,14:19.2,m13,5/26/11,5/28/11,859,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,859,873,834,70.48405274,18.45288926,70.84534911,76.87002334,21
n62,SR-4,u28,14:29.9,14:29.9,m13,5/26/11,5/28/11,869,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,869,859,843,70.48405274,18.45288926,70.84534911,76.87002334,20
n111,FR-1,u15,14:31.8,14:31.8,m13,5/26/11,5/28/11,871,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,871,873,873,70.48405274,18.45288926,70.84534911,76.87002334,20
n121,SO-2,u36,14:31.9,14:31.9,m13,5/26/11,5/28/11,871,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,871,860,860,70.48405274,18.45288926,70.84534911,76.87002334,20
n85,SO-2,u38,14:34.1,14:34.1,m13,5/26/11,5/28/11,874,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,874,910,840,70.48405274,18.45288926,70.84534911,76.87002334,14
n122,FR-1,u15,14:34.3,14:34.3,m13,5/26/11,5/28/11,874,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,874,851,851,70.48405274,18.45288926,70.84534911,76.87002334,49
n90,FR-1,u27,14:42.4,14:42.4,m13,5/26/11,5/28/11,882,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,882,841,841,70.48405274,18.45288926,70.84534911,76.87002334,43
n123,JR-3,u12,14:47.3,14:47.3,m13,5/26/11,5/28/11,887,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,887,846,846,70.48405274,18.45288926,70.84534911,76.87002334,29
n115,JR-3,u30,14:48.4,14:48.4,m13,5/26/11,5/28/11,888,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,888,841,841,70.48405274,18.45288926,70.84534911,76.87002334,14
n54,FR-1,u24,14:50.5,14:50.5,m13,5/26/11,5/28/11,890,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,890,859,839,70.48405274,18.45288926,70.84534911,76.87002334,35
n124,SR-4,u15,15:02.3,15:02.3,m13,5/26/11,5/28/11,902,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,902,872,844,70.48405274,18.45288926,70.84534911,76.87002334,20
n70,SR-4,u31,15:04.8,15:04.8,m13,5/26/11,5/28/11,904,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,904,862,852,70.48405274,18.45288926,70.84534911,76.87002334,14
n125,SO-2,u12,15:26.8,15:26.8,m13,5/26/11,5/28/11,926,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,926,868,868,70.48405274,18.45288926,70.84534911,76.87002334,29
n126,JR-3,u19,15:28.0,15:28.0,m13,5/26/11,5/28/11,928,0,0.0123359,98637.6875,2.450000048,294.5300293,2.859999895,21.3800293,148,928,852,852,70.48405274,18.45288926,70.84534911,76.87002334,51
n47,SR-4,u6,13:45.5,13:45.5,m16,4/28/13,4/28/13,825,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,825,853,824,50.57600216,8.083879727,49.02099409,78.45514279,0
n14,JR-3,u8,13:45.7,13:45.7,m16,4/28/13,4/28/13,825,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,825,840,824,50.57600216,8.083879727,49.02099409,78.45514279,8
n127,JR-3,u1,13:46.1,13:46.1,m16,4/28/13,4/28/13,826,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,826,857,857,50.57600216,8.083879727,49.02099409,78.45514279,0
n128,JR-3,u21,13:49.7,13:49.7,m16,4/28/13,4/28/13,829,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,829,903,851,50.57600216,8.083879727,49.02099409,78.45514279,0
n91,SR-4,u12,13:50.1,13:50.1,m16,4/28/13,4/28/13,830,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,830,842,814,50.57600216,8.083879727,49.02099409,78.45514279,0
n129,FR-1,u6,13:58.0,13:58.0,m16,4/28/13,4/28/13,837,0,0.006053,101090.2969,1.799999952,283.4700012,-2.799999952,10.3200012,118,837,852,852,50.57600216,8.083879727,49.02099409,78.45514279,30
n93,SR-4,u36,14:00.6,14:00.6,m17,5/10/13,5/12/13,840,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,840,842,842,70.53805058,19.02612581,71.10442701,81.11853976,43
n76,JR-3,u11,14:03.9,14:03.9,m17,5/10/13,5/12/13,843,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,843,837,837,70.53805058,19.02612581,71.10442701,81.11853976,43
n101,FR-1,u43,14:12.9,14:12.9,m17,5/10/13,5/12/13,852,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,852,858,858,70.53805058,19.02612581,71.10442701,81.11853976,6
n81,SR-4,u36,14:14.6,14:14.6,m17,5/10/13,5/12/13,854,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,854,857,856,70.53805058,19.02612581,71.10442701,81.11853976,6
n99,JR-3,u43,14:21.8,14:21.8,m17,5/10/13,5/12/13,861,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,861,837,836,70.53805058,19.02612581,71.10442701,81.11853976,22
n130,SR-4,u30,14:26.7,14:26.7,m17,5/10/13,5/12/13,866,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,866,870,870,70.53805058,19.02612581,71.10442701,81.11853976,6
n125,SR-4,u12,14:35.1,14:35.1,m17,5/10/13,5/12/13,875,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,875,926,868,70.53805058,19.02612581,71.10442701,81.11853976,0
n131,SO-2,u36,14:48.7,14:48.7,m17,5/10/13,5/12/13,888,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,888,893,884,70.53805058,19.02612581,71.10442701,81.11853976,6
n110,SO-2,u15,15:49.0,15:49.0,m17,5/10/13,5/12/13,948,0.0078,0.0128007,100494.4297,3.24000001,294.5600281,4.460000038,21.4100281,131,948,854,854,70.53805058,19.02612581,71.10442701,81.11853976,6
n92,JR-3,u36,14:17.3,14:17.3,m18,5/16/14,5/18/14,857,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,857,869,837,62.3659802,12.98724606,61.4401997,66.75790386,6
n76,SR-4,u11,14:18.3,14:18.3,m18,5/16/14,5/18/14,858,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,858,842,837,62.3659802,12.98724606,61.4401997,66.75790386,50
n132,SO-2,u27,14:21.2,14:21.2,m18,5/16/14,5/18/14,861,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,861,850,850,62.3659802,12.98724606,61.4401997,66.75790386,13
n133,SO-2,u12,14:24.6,14:24.6,m18,5/16/14,5/18/14,864,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,864,910,857,62.3659802,12.98724606,61.4401997,66.75790386,13
n134,SR-4,u36,14:27.5,14:27.5,m18,5/16/14,5/18/14,867,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,867,870,870,62.3659802,12.98724606,61.4401997,66.75790386,0
n110,JR-3,u15,14:29.5,14:29.5,m18,5/16/14,5/18/14,869,0,0.0078801,101211.7188,3.519999981,290.019989,-2.549999952,16.869989,137,869,908,854,62.3659802,12.98724606,61.4401997,66.75790386,6
n135,JR-3,u3,13:56.7,13:56.7,m19,4/9/11,4/9/11,836,0,0.0039276,99540.85938,2.069999933,278.980011,-1.559999943,5.830011,99,836,827,827,42.4940198,2.917181799,39.64042987,68.02144876,0
n8,SR-4,u3,14:03.5,14:03.5,m19,4/9/11,4/9/11,843,0,0.0039276,99540.85938,2.069999933,278.980011,-1.559999943,5.830011,99,843,866,854,42.4940198,2.917181799,39.64042987,68.02144876,0
n9,JR-3,u1,14:05.7,14:05.7,m19,4/9/11,4/9/11,845,0,0.0039276,99540.85938,2.069999933,278.980011,-1.559999943,5.830011,99,845,879,836,42.4940198,2.917181799,39.64042987,68.02144876,0
n136,JR-3,u27,13:58.6,13:58.6,m20,4/19/12,4/21/12,838,0,0.0079601,98383.11719,-1.450000048,298.2399902,-1.600000024,25.0899902,111,838,839,839,77.16198236,16.37771418,76.43614481,39.53115357,0
n85,JR-3,u38,14:01.8,14:01.8,m20,4/19/12,4/21/12,841,0,0.0079601,98383.11719,-1.450000048,298.2399902,-1.600000024,25.0899902,111,841,874,840,77.16198236,16.37771418,76.43614481,39.53115357,0
n112,SO-2,u29,14:07.9,14:07.9,m20,4/19/12,4/21/12,847,0,0.0079601,98383.11719,-1.450000048,298.2399902,-1.600000024,25.0899902,111,847,868,868,77.16198236,16.37771418,76.43614481,39.53115357,0
n72,FR-1,u32,15:00.4,15:00.4,m21,4/30/10,5/1/10,900,0,0.0118035,97384.65625,-0.289999992,291.1499939,7.070000172,17.9999939,121,900,842,842,64.39998902,16.75011136,64.75042146,89.58369239,36
n137,JR-3,u32,0:15:15,0:15:15,m21,4/30/10,5/1/10,915,0,0.0118035,97384.65625,-0.289999992,291.1499939,7.070000172,17.9999939,121,915,880,880,64.39998902,16.75011136,64.75042146,89.58369239,11
n138,JR-3,u32,15:36.4,15:36.4,m21,4/30/10,5/1/10,936,0,0.0118035,97384.65625,-0.289999992,291.1499939,7.070000172,17.9999939,121,936,931,931,64.39998902,16.75011136,64.75042146,89.58369239,22
n85,JR-3,u38,15:11.4,15:11.4,m22,5/10/12,5/12/12,911,0,0.0070722,99143.88281,2.720000029,285.1800537,1.220000029,12.0300537,133,911,841,840,53.65409666,9.904369137,52.49168253,80.25906814,22
n115,JR-3,u30,14:01.4,14:01.4,m23,5/13/11,5/15/11,841,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,841,856,856,59.89998902,14.06876219,59.70855141,87.62901043,6
n59,SR-4,u28,14:10.2,14:10.2,m23,5/13/11,5/15/11,850,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,850,872,845,59.89998902,14.06876219,59.70855141,87.62901043,6
n139,SO-2,u15,14:20.4,14:20.4,m23,5/13/11,5/15/11,860,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,860,876,876,59.89998902,14.06876219,59.70855141,87.62901043,6
n70,SR-4,u31,14:22.0,14:22.0,m23,5/13/11,5/15/11,862,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,862,877,852,59.89998902,14.06876219,59.70855141,87.62901043,6
n140,JR-3,u36,14:22.3,14:22.3,m23,5/13/11,5/15/11,862,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,862,870,870,59.89998902,14.06876219,59.70855141,87.62901043,6
n112,FR-1,u29,14:28.4,14:28.4,m23,5/13/11,5/15/11,868,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,868,869,869,59.89998902,14.06876219,59.70855141,87.62901043,6
n141,FR-1,u31,14:28.7,14:28.7,m23,5/13/11,5/15/11,868,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,868,877,861,59.89998902,14.06876219,59.70855141,87.62901043,6
n142,JR-3,u29,14:31.0,14:31.0,m23,5/13/11,5/15/11,871,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,871,913,913,59.89998902,14.06876219,59.70855141,87.62901043,6
n143,JR-3,u27,14:36.5,14:36.5,m23,5/13/11,5/15/11,876,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,876,881,881,59.89998902,14.06876219,59.70855141,87.62901043,6
n144,JR-3,u26,14:37.3,14:37.3,m23,5/13/11,5/15/11,877,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,877,869,869,59.89998902,14.06876219,59.70855141,87.62901043,6
n145,JR-3,u36,14:46.4,14:46.4,m23,5/13/11,5/15/11,886,0.0012,0.009528,100680.2031,-1.710000038,288.6499939,3.059999943,15.4999939,134,886,877,877,59.89998902,14.06876219,59.70855141,87.62901043,0
n146,JR-3,u29,14:08.5,14:08.5,m24,4/24/14,4/26/14,848,0,0.0031275,101295.1797,6.03000021,286,-6.840000153,12.85,114,848,874,874,55.13,5.898885131,51.95798174,34.3613136,0
n147,JR-3,u44,14:12.3,14:12.3,m24,4/24/14,4/26/14,852,0,0.0031275,101295.1797,6.03000021,286,-6.840000153,12.85,114,852,885,885,55.13,5.898885131,51.95798174,34.3613136,27
n148,SR-4,u15,14:22.1,14:22.1,m24,4/24/14,4/26/14,862,0,0.0031275,101295.1797,6.03000021,286,-6.840000153,12.85,114,862,888,888,55.13,5.898885131,51.95798174,34.3613136,0
n149,SR-4,u43,14:22.4,14:22.4,m24,4/24/14,4/26/14,862,0,0.0031275,101295.1797,6.03000021,286,-6.840000153,12.85,114,862,883,883,55.13,5.898885131,51.95798174,34.3613136,0
